"fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc","prepaid","default"
649,201704,"9",204703,"37100",0,1,"P",55,32,424000,55,4.75,"R","N","FRM","CA","PU","91300","F117Q1086171","C",360,2,"Other sellers","LAKEVIEWLOANSERVICIN","",1,0
780,201704,"9",203203,"26420",0,1,"P",42,42,125000,42,3.75,"B","N","FRM","TX","PU","77400","F117Q1086350","N",180,1,"Other sellers","Other servicers","",1,0
792,201704,"9",203203,"12060",0,1,"I",71,33,134000,71,3.625,"B","N","FRM","GA","SF","30300","F117Q1086355","N",180,1,"Other sellers","Other servicers","",1,0
785,201703,"N",204702,"",0,1,"P",90,32,256000,80,4.625,"C","N","FRM","MI","SF","48400","F117Q1086429","P",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
801,201704,"N",204703,"39340",25,1,"P",90,47,376000,90,4.75,"B","N","FRM","UT","SF","84000","F117Q1086487","P",360,1,"Other sellers","SPECIALIZEDLOANSERVI","",1,0
671,201704,"9",204703,"35084",0,1,"P",70,29,377000,70,4.375,"C","N","FRM","NJ","SF","07900","F117Q1086610","C",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
756,201703,"9",203202,"11244",0,1,"P",80,43,624000,80,3.375,"C","N","FRM","CA","PU","92800","F117Q1086672","N",180,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","Y",1,0
718,201704,"N",204703,"20994",0,1,"P",75,41,120000,75,4.5,"C","N","FRM","IL","SF","60100","F117Q1086751","P",360,1,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
796,201703,"9",204702,"",0,1,"P",71,25,142000,71,4.5,"C","N","FRM","VA","PU","22500","F117Q1086986","C",360,2,"Other sellers","ARVESTCENTRALMTGECO","",1,0
782,201703,"9",204702,"34820",25,1,"S",90,31,157000,90,4.25,"R","N","FRM","SC","PU","29500","F117Q1087125","P",360,2,"Other sellers","PNCBANK,NATL","",1,0
672,201704,"9",204703,"",0,1,"I",73,38,110000,73,5.25,"B","N","FRM","LA","SF","70300","F117Q1087187","N",360,1,"Other sellers","Other servicers","",1,0
809,201704,"N",204703,"12060",30,1,"P",95,35,267000,95,4.25,"R","N","FRM","GA","PU","30200","F117Q1087374","P",360,2,"Other sellers","Other servicers","",1,0
795,201704,"9",204703,"",0,1,"P",59,42,114000,59,4.25,"R","N","FRM","TN","PU","38500","F117Q1087472","C",360,1,"Other sellers","Other servicers","",1,0
800,201703,"N",204702,"",0,1,"P",80,24,133000,80,4.5,"R","N","FRM","GA","SF","31700","F117Q1087628","P",360,2,"Other sellers","Other servicers","",1,0
733,201703,"N",204702,"36100",0,1,"P",80,29,89000,80,4.5,"R","N","FRM","FL","PU","34400","F117Q1087652","P",360,2,"Other sellers","Other servicers","",1,0
653,201704,"9",204703,"17820",0,1,"P",80,29,324000,80,5.125,"R","N","FRM","CO","PU","80900","F117Q1087860","C",360,1,"Other sellers","Other servicers","",1,0
807,201704,"N",204703,"42644",0,1,"P",80,26,479000,80,4.375,"B","N","FRM","WA","PU","98000","F117Q1088035","P",360,1,"Other sellers","Other servicers","Y",1,0
792,201704,"N",204703,"38060",0,1,"P",80,46,424000,80,4.375,"R","N","FRM","AZ","PU","85000","F117Q1088190","P",360,1,"Other sellers","Other servicers","",1,0
705,201704,"N",204703,"41740",0,1,"P",90,44,414000,70,4.375,"R","N","FRM","CA","SF","92100","F117Q1088218","P",360,2,"Other sellers","Other servicers","",1,0
796,201704,"Y",204703,"31084",0,1,"P",77,49,633000,55,4.375,"R","N","FRM","CA","SF","90200","F117Q1088226","P",360,2,"Other sellers","Other servicers","Y",1,0
775,201704,"N",204703,"38060",0,1,"P",79,20,252000,79,4.625,"R","N","FRM","AZ","PU","85200","F117Q1088264","P",360,2,"Other sellers","Other servicers","",1,0
718,201704,"N",204703,"41740",0,1,"P",80,48,252000,80,4.625,"R","N","FRM","CA","CO","92000","F117Q1088276","P",360,2,"Other sellers","Other servicers","",1,0
776,201704,"N",204703,"16974",0,1,"P",80,38,340000,80,4.125,"B","N","FRM","IL","PU","60500","F117Q1088328","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
798,201704,"9",204703,"21660",0,1,"S",51,9,205000,51,4.125,"B","N","FRM","OR","PU","97400","F117Q1088381","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
634,201704,"Y",204703,"48864",30,1,"P",95,40,295000,95,4.875,"R","N","FRM","DE","PU","19700","F117Q1088769","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
692,201704,"9",204703,"19740",0,1,"P",80,22,367000,80,4.625,"R","N","FRM","CO","PU","80000","F117Q1088778","N",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
706,201704,"9",203203,"12540",0,1,"P",73,37,94000,73,3.875,"B","N","FRM","CA","SF","93300","F117Q1088833","C",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
695,201703,"N",204702,"38900",0,1,"P",42,45,125000,42,4.375,"C","N","FRM","OR","SF","97000","F117Q1089348","P",360,1,"Other sellers","Other servicers","",1,0
787,201704,"9",204703,"34820",12,1,"S",85,37,136000,85,4.25,"R","N","FRM","SC","PU","29500","F117Q1089713","P",360,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
757,201704,"9",204703,"24860",0,1,"P",80,29,141000,80,4.375,"C","N","FRM","SC","SF","29600","F117Q1089741","C",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
787,201704,"9",204703,"36740",0,1,"I",63,37,161000,63,5.375,"R","N","FRM","FL","SF","32700","F117Q1089764","C",360,2,"Other sellers","Other servicers","",1,0
780,201703,"N",204702,"",0,1,"P",42,45,145000,42,4,"R","N","FRM","MI","SF","48600","F117Q1089793","P",360,1,"Other sellers","PNCBANK,NATL","",1,0
671,201704,"N",204703,"40140",0,1,"P",75,36,311000,75,5,"B","N","FRM","CA","SF","92800","F117Q1089945","P",360,2,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
742,201703,"N",204702,"13220",0,1,"P",80,34,168000,80,4.125,"R","N","FRM","WV","SF","25800","F117Q1090150","P",360,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
707,201703,"9",203702,"16700",0,1,"I",72,22,216000,72,4.5,"R","N","FRM","SC","PU","29400","F117Q1090288","N",240,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
689,201704,"9",203203,"12420",0,1,"P",80,28,252000,80,4.25,"R","N","FRM","TX","SF","78700","F117Q1090305","C",180,2,"Other sellers","Other servicers","",1,0
709,201703,"N",204702,"30780",0,1,"P",80,43,104000,80,4.375,"R","N","FRM","AR","SF","72000","F117Q1090401","P",360,1,"USBANKNA","USBANKNA","",1,0
668,201703,"9",204702,"30020",0,1,"P",55,30,90000,55,4.5,"C","N","FRM","OK","SF","73500","F117Q1090449","C",360,1,"USBANKNA","USBANKNA","",1,0
799,201703,"9",204702,"38900",0,1,"P",38,48,150000,38,4.25,"R","N","FRM","WA","SF","98600","F117Q1090511","C",360,1,"USBANKNA","USBANKNA","",1,0
643,201704,"9",204703,"38060",0,1,"S",80,44,134000,80,4.625,"B","N","FRM","AZ","PU","85300","F117Q1090649","P",360,1,"USBANKNA","USBANKNA","",1,0
763,201704,"N",204703,"",30,1,"P",95,18,156000,95,4.25,"R","N","FRM","SC","SF","29400","F117Q1090891","P",360,2,"Other sellers","Other servicers","",1,0
674,201703,"9",204702,"41180",25,1,"P",89,38,218000,89,4.625,"C","N","FRM","MO","SF","63300","F117Q1091343","N",360,2,"USBANKNA","USBANKNA","",1,0
802,201704,"N",204703,"41740",0,2,"P",72,41,300000,72,4.625,"R","N","FRM","CA","SF","91900","F117Q1091587","P",360,1,"Other sellers","Other servicers","",1,0
779,201704,"Y",204703,"19740",0,1,"P",80,12,310000,80,4.25,"B","N","FRM","CO","PU","80200","F117Q1091624","P",360,1,"Other sellers","Other servicers","",1,0
701,201704,"9",204703,"24340",0,1,"P",80,40,174000,80,4.625,"R","N","FRM","MI","CO","49300","F117Q1091944","C",360,2,"Other sellers","Other servicers","",1,0
705,201704,"Y",204703,"34820",30,1,"P",95,37,114000,95,4.25,"R","N","FRM","NC","PU","28400","F117Q1092444","P",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
679,201704,"9",204703,"",0,1,"P",42,44,151000,42,4.375,"R","N","FRM","WA","PU","98200","F117Q1092541","C",360,2,"Other sellers","Other servicers","",1,0
802,201704,"N",204703,"12060",0,1,"P",79,49,180000,79,4.25,"R","N","FRM","GA","PU","30000","F117Q1092565","P",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
723,201703,"N",204702,"19124",25,1,"P",90,45,182000,90,4.5,"C","N","FRM","TX","PU","75100","F117Q1092608","P",360,2,"Other sellers","MATRIXFINANCIALSERVI","",1,0
702,201704,"9",204412,"48864",0,1,"P",53,45,168000,53,3.75,"R","N","FRM","DE","PU","19700","F117Q1092646","N",333,2,"Other sellers","FREEDOMMTGECORP","",1,0
783,201703,"N",204702,"46520",25,1,"P",90,30,404000,90,4.375,"C","N","FRM","HI","CO","96700","F117Q1092696","P",360,2,"Other sellers","FREEDOMMTGECORP","",1,0
767,201703,"9",204702,"",0,1,"I",52,27,417000,52,4.5,"C","N","FRM","MT","SF","59700","F117Q1093008","N",360,1,"SUNTRUSTMORTGAGE,INC","Other servicers","",1,0
699,201704,"Y",204703,"47664",30,1,"P",95,29,229000,95,4.375,"R","N","FRM","MI","PU","48300","F117Q1093208","P",360,1,"Other sellers","FIFTHTHIRDBANK","",1,0
744,201703,"Y",204702,"35004",0,1,"P",79,44,544000,79,4.375,"C","N","FRM","NY","SF","11500","F117Q1093258","P",360,1,"Other sellers","Other servicers","Y",1,0
658,201703,"9",204702,"14740",0,1,"I",70,42,263000,70,4.75,"C","N","FRM","WA","SF","98300","F117Q1093264","C",360,2,"Other sellers","FIFTHTHIRDBANK","",1,0
737,201703,"Y",204702,"47664",0,1,"P",80,50,120000,80,4.25,"C","N","FRM","MI","CO","48300","F117Q1094148","P",360,1,"Other sellers","Other servicers","",1,0
819,201703,"9",204702,"35614",0,1,"P",64,26,304000,64,4.375,"R","N","FRM","NY","CP","11200","F117Q1094591","C",360,1,"CITIMORTGAGE,INC","CITIMORTGAGE,INC","",1,0
731,201703,"9",204702,"41884",0,1,"P",75,41,500000,75,4.25,"B","N","FRM","CA","CO","94000","F117Q1094651","C",360,1,"CITIMORTGAGE,INC","CITIMORTGAGE,INC","Y",1,0
796,201704,"Y",204703,"35614",30,1,"P",95,36,328000,95,4.125,"R","N","FRM","NJ","SF","07600","F117Q1095131","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
767,201703,"N",204702,"41740",30,1,"P",95,33,418000,95,4.625,"C","N","FRM","CA","SF","91900","F117Q1095371","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
753,201703,"Y",204702,"",30,1,"P",95,26,366000,95,4.5,"C","N","FRM","OK","PU","74100","F117Q1095584","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
801,201704,"Y",204703,"19124",30,1,"P",95,20,424000,95,4.25,"C","N","FRM","TX","PU","75000","F117Q1095645","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
750,201704,"9",203703,"39580",0,1,"P",80,43,200000,80,4.5,"B","N","FRM","NC","PU","27500","F117Q1095830","C",240,1,"Other sellers","USBANKNA","",1,0
742,201703,"9",204702,"47580",0,1,"P",70,25,196000,70,4.5,"R","N","FRM","GA","SF","31000","F117Q1095927","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
782,201704,"Y",204703,"40900",0,1,"P",80,49,180000,80,4.375,"R","N","FRM","CA","CO","95600","F117Q1096041","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
750,201703,"N",204702,"20994",0,1,"P",44,28,176000,44,4.5,"C","N","FRM","IL","PU","60100","F117Q1096062","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
725,201703,"9",204702,"",0,1,"P",80,44,200000,80,4.5,"C","N","FRM","OK","SF","74300","F117Q1096118","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
718,201704,"9",204703,"46060",0,1,"S",80,28,196000,80,4.5,"C","N","FRM","AZ","PU","85600","F117Q1096177","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
808,201704,"9",204703,"33460",0,3,"I",75,36,191000,75,4.75,"R","N","FRM","MN","SF","55400","F117Q1096270","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
752,201704,"9",204703,"40900",0,1,"P",59,38,180000,59,4.375,"R","N","FRM","CA","SF","95700","F117Q1096308","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
817,201704,"9",203203,"28140",0,1,"P",66,45,138000,66,3.75,"R","N","FRM","MO","SF","64400","F117Q1096588","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
661,201704,"9",203203,"31700",25,1,"P",94,31,225000,94,3.75,"R","N","FRM","NH","SF","03000","F117Q1096668","N",180,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
778,201704,"9",203203,"40140",0,1,"P",68,42,241000,68,3.625,"R","N","FRM","CA","PU","92500","F117Q1096844","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
659,201703,"9",203202,"40140",0,1,"P",58,44,132000,58,3.25,"R","N","FRM","CA","SF","92300","F117Q1096862","C",180,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
719,201704,"9",203203,"27260",0,1,"P",27,29,75000,27,4.25,"R","N","FRM","FL","PU","32000","F117Q1097059","C",180,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
668,201704,"9",203203,"43340",0,1,"P",80,34,84000,80,3.875,"R","N","FRM","LA","SF","71000","F117Q1097069","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
799,201704,"9",203203,"41140",6,1,"P",84,30,79000,84,3.99,"R","N","FRM","MO","SF","64500","F117Q1097076","N",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
707,201705,"9",204704,"26900",0,1,"P",42,24,50000,42,4.125,"R","N","FRM","IN","SF","46200","F117Q1097103","N",360,2,"Other sellers","Other servicers","",1,0
729,201704,"N",203203,"42680",0,1,"P",80,30,108000,80,3.5,"C","N","FRM","FL","SF","32900","F117Q1097228","P",180,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
682,201704,"9",204703,"11244",0,1,"P",67,37,417000,67,4.25,"B","N","FRM","CA","SF","92800","F117Q1097303","N",360,2,"STEARNSLENDING,LLC","LAKEVIEWLOANSERVICIN","",1,0
689,201703,"N",204702,"35614",0,1,"P",80,36,382000,80,4.375,"R","N","FRM","NY","SF","10500","F117Q1097412","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
749,201703,"9",204702,"35004",0,1,"P",57,48,205000,41,4.18,"R","N","FRM","NY","CO","11700","F117Q1097795","N",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
691,201704,"9",204703,"44700",0,1,"P",73,44,203000,73,5.125,"R","N","FRM","CA","SF","95200","F117Q1097820","C",360,1,"Other sellers","SPECIALIZEDLOANSERVI","",1,0
812,201703,"N",204702,"26420",0,1,"P",79,45,175000,79,4.875,"R","N","FRM","TX","PU","77300","F117Q1098049","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
667,201704,"9",204703,"33460",0,1,"P",78,45,249000,78,4.125,"R","N","FRM","MN","SF","55000","F117Q1098240","C",360,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
816,201704,"9",204703,"36260",0,1,"P",57,30,180000,57,4.375,"R","N","FRM","UT","SF","84000","F117Q1098429","N",360,1,"Other sellers","Other servicers","",1,0
726,201704,"9",204703,"40140",12,1,"P",83,38,334000,83,4.625,"C","N","FRM","CA","PU","91700","F117Q1098448","N",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
696,201704,"N",204703,"36084",25,1,"P",90,29,567000,90,5.125,"B","N","FRM","CA","SF","94500","F117Q1098637","P",360,1,"STEARNSLENDING,LLC","LAKEVIEWLOANSERVICIN","Y",1,0
780,201704,"N",204703,"18140",0,1,"P",80,44,222000,80,4.125,"C","N","FRM","OH","SF","43200","F117Q1098832","P",360,2,"FRANKLINAMERICANMTGE","Other servicers","",1,0
701,201703,"N",204702,"31084",0,1,"P",80,44,616000,80,4.625,"C","N","FRM","CA","SF","91700","F117Q1098952","P",360,1,"FRANKLINAMERICANMTGE","Other servicers","Y",1,0
764,201703,"9",204702,"23104",0,1,"P",47,24,122000,47,4.625,"R","N","FRM","TX","PU","76200","F117Q1099228","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
701,201703,"N",204702,"31140",0,1,"P",80,34,113000,80,4.75,"C","N","FRM","IN","SF","47100","F117Q1099342","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
723,201703,"N",204702,"26420",30,1,"P",95,44,147000,95,4.5,"C","N","FRM","TX","PU","77300","F117Q1099497","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
682,201704,"Y",204703,"16974",25,1,"P",90,31,144000,90,4.75,"C","N","FRM","IL","SF","60100","F117Q1099542","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
772,201704,"9",204703,"17460",12,1,"P",85,36,115000,85,4.75,"R","N","FRM","OH","SF","44100","F117Q1099547","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
660,201704,"9",204703,"39820",0,1,"P",47,36,130000,47,4.75,"R","N","FRM","CA","SF","96000","F117Q1099613","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
743,201704,"9",204703,"33700",0,1,"P",80,43,144000,80,4.875,"R","N","FRM","CA","SF","95300","F117Q1099650","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
708,201704,"9",203203,"26420",0,1,"P",80,38,348000,80,3.875,"R","N","FRM","TX","PU","77400","F117Q1099990","C",180,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
769,201704,"Y",204703,"19804",30,1,"P",95,31,157000,95,4.375,"C","N","FRM","MI","SF","48100","F117Q1100105","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
820,201704,"9",204703,"19740",0,1,"P",42,33,100000,42,4.375,"C","N","FRM","CO","SF","80200","F117Q1100397","N",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
772,201704,"Y",204703,"16974",0,1,"P",80,39,340000,80,4.375,"C","N","FRM","IL","SF","60500","F117Q1100453","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
805,201704,"9",203203,"17140",0,1,"P",64,19,102000,64,3.625,"C","N","FRM","KY","SF","41000","F117Q1100535","N",180,1,"Other sellers","Other servicers","",1,0
809,201704,"N",204703,"20994",0,1,"P",80,24,247000,80,3.75,"C","N","FRM","IL","PU","60500","F117Q1100716","P",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
702,201703,"9",204702,"29404",0,1,"P",80,44,339000,80,3.75,"C","N","FRM","IL","SF","60000","F117Q1100731","C",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
741,201703,"Y",204702,"19124",30,1,"P",95,32,354000,95,4.125,"C","N","FRM","TX","PU","75000","F117Q1101242","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
757,201703,"Y",204702,"26420",30,1,"P",95,36,311000,95,4.125,"C","N","FRM","TX","PU","77300","F117Q1101398","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
672,201703,"N",204702,"46220",0,1,"P",43,41,88000,43,4.125,"C","N","FRM","AL","SF","35400","F117Q1101736","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
745,201704,"9",204703,"31084",0,1,"P",78,32,234000,78,4.625,"R","N","FRM","CA","SF","93500","F117Q1101823","C",360,1,"NATIONSTARMTGELLC","WELLSFARGOBANK,NA","",1,0
691,201703,"9",204702,"47664",0,1,"P",60,42,162000,60,4.625,"R","N","FRM","MI","SF","48000","F117Q1102001","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
696,201704,"9",204703,"41420",0,1,"P",78,26,168000,78,4.875,"R","N","FRM","OR","SF","97300","F117Q1102150","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
780,201704,"9",204703,"16974",0,1,"P",76,41,172000,76,4.75,"C","N","FRM","IL","SF","60100","F117Q1102304","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
718,201704,"9",204703,"19124",0,1,"P",75,43,155000,75,4.5,"C","N","FRM","TX","PU","75100","F117Q1102411","N",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
708,201703,"Y",204702,"41180",25,1,"P",90,43,123000,90,4.5,"C","N","FRM","MO","CO","63100","F117Q1102590","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
797,201704,"Y",204703,"38060",25,1,"P",90,35,147000,90,4.5,"C","N","FRM","AZ","PU","85300","F117Q1102658","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
723,201703,"N",204702,"",0,1,"P",60,37,138000,60,4.375,"C","N","FRM","CA","PU","95600","F117Q1102678","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
654,201703,"9",204702,"19124",0,1,"P",62,30,165000,62,5.375,"C","N","FRM","TX","SF","75200","F117Q1102818","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
783,201704,"9",204703,"12060",0,1,"P",77,35,417000,43,4,"C","N","FRM","GA","PU","30300","F117Q1103090","N",360,1,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
691,201703,"Y",204702,"47894",0,1,"P",79,38,375000,79,4.25,"C","N","FRM","MD","PU","20700","F117Q1103112","P",360,2,"NATIONSTARMTGELLC","NATIONSTARMTGELLCDBA","",1,0
791,201704,"N",204703,"29180",0,1,"P",80,30,192000,80,4.25,"B","N","FRM","LA","PU","70500","F117Q1103136","P",360,1,"UNITEDSHOREFINANCIAL","NATIONSTARMTGELLCDBA","",1,0
722,201704,"9",204703,"19804",0,1,"P",50,45,187000,50,4.5,"B","N","FRM","MI","SF","48100","F117Q1103140","C",360,1,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
735,201703,"Y",204702,"19124",0,1,"P",80,18,338000,80,4,"R","N","FRM","TX","PU","75000","F117Q1103184","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
753,201703,"N",204702,"16974",0,1,"P",80,20,326000,80,4,"C","N","FRM","IL","SF","60000","F117Q1103296","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
746,201703,"9",204702,"33874",25,1,"P",90,37,313000,90,4.125,"C","N","FRM","PA","PU","18900","F117Q1103408","N",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
747,201704,"9",204703,"14540",30,1,"P",95,30,364000,95,4.125,"R","N","FRM","KY","SF","42700","F117Q1103484","N",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
788,201703,"N",204702,"37340",0,1,"P",46,14,250000,46,4.125,"C","N","FRM","FL","PU","32900","F117Q1103614","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
793,201704,"9",204703,"16860",0,1,"S",80,19,380000,80,4.125,"C","N","FRM","TN","PU","37300","F117Q1103706","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
792,201704,"Y",204703,"26420",0,1,"P",80,40,212000,80,4,"C","N","FRM","TX","PU","77400","F117Q1103833","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
691,201703,"N",204702,"40140",0,1,"P",53,48,225000,53,4,"C","N","FRM","CA","PU","92200","F117Q1103869","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
773,201704,"N",204703,"45300",0,1,"P",79,14,417000,79,4.125,"C","N","FRM","FL","PU","33600","F117Q1103910","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
642,201703,"9",204702,"40140",0,1,"P",73,38,249000,73,5.125,"C","N","FRM","CA","SF","92200","F117Q1104350","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
722,201704,"9",204703,"14454",0,2,"I",70,35,448000,70,5.75,"R","N","FRM","MA","SF","02100","F117Q1104479","C",360,2,"Other sellers","PINGORALOANSERVICING","",1,0
740,201704,"Y",204703,"44700",0,1,"P",71,32,352000,71,4.125,"R","N","FRM","CA","PU","95300","F117Q1104640","P",360,2,"Other sellers","MATRIXFINANCIALSERVI","",1,0
809,201704,"N",204703,"44180",0,1,"P",80,50,173000,80,4.125,"C","N","FRM","MO","SF","65800","F117Q1104878","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
781,201704,"N",204703,"15980",0,1,"P",73,17,50000,73,4.625,"C","N","FRM","FL","SF","33900","F117Q1105070","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
789,201703,"9",204702,"16974",0,1,"I",49,38,207000,49,4.375,"C","N","FRM","IL","CO","60600","F117Q1105233","N",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
797,201703,"9",204702,"37100",0,1,"I",49,47,220000,49,4.75,"R","N","FRM","CA","SF","93000","F117Q1105371","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
694,201703,"Y",204702,"36084",30,1,"P",93,45,423000,93,4.625,"R","N","FRM","CA","CO","94500","F117Q1105377","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
748,201703,"N",204702,"36740",25,1,"P",90,35,353000,90,4.75,"R","N","FRM","FL","PU","32800","F117Q1105378","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
786,201703,"9",204702,"40140",0,1,"P",80,47,298000,80,4.625,"R","N","FRM","CA","SF","92500","F117Q1105547","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
763,201703,"N",204702,"44700",0,1,"P",80,40,340000,80,4.375,"C","N","FRM","CA","PU","95200","F117Q1105594","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
682,201703,"9",204702,"19740",0,1,"P",71,44,278000,71,4.625,"C","N","FRM","CO","SF","80000","F117Q1105868","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
764,201704,"N",204703,"23420",25,1,"P",89,28,405000,89,4.5,"R","N","FRM","CA","SF","93700","F117Q1105873","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
