"fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc","prepaid","default"
751,201709,"9",203708,"42644",0,1,"P",63,32,387000,63,4.125,"R","N","FRM","WA","SF","98100","F117Q3029972","C",240,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
754,201709,"9",204708,"12420",0,1,"S",80,36,184000,80,4.5,"C","N","FRM","TX","SF","78600","F117Q3030228","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
738,201709,"N",204708,"14740",12,1,"P",85,42,261000,85,4.25,"R","N","FRM","WA","SF","98300","F117Q3030281","P",360,2,"GUILDMTGECO","GUILDMTGECO","",1,0
723,201709,"N",204708,"45300",30,1,"P",95,44,274000,95,4.125,"R","N","FRM","FL","PU","33500","F117Q3030664","P",360,2,"Other sellers","PNCBANK,NATL","",1,0
735,201709,"9",204708,"",0,1,"P",67,42,182000,67,3.875,"R","N","FRM","IN","SF","47200","F117Q3030870","C",360,1,"Other sellers","Other servicers","",1,0
808,201709,"N",204708,"22744",30,1,"P",95,37,255000,95,5,"C","N","FRM","FL","SF","33300","F117Q3031264","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
806,201709,"N",204708,"41740",0,1,"P",16,48,200000,16,4,"C","N","FRM","CA","CO","92000","F117Q3031548","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
782,201709,"9",204708,"35614",0,1,"I",64,33,323000,64,4.5,"B","N","FRM","NJ","SF","07400","F117Q3031789","C",360,1,"Other sellers","FREEDOMMTGECORP","",1,0
669,201709,"N",204708,"47664",30,1,"P",95,44,200000,95,4.625,"C","N","FRM","MI","SF","48100","F117Q3032904","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
681,201709,"N",204708,"35840",0,1,"P",31,45,105000,31,4,"R","N","FRM","FL","PU","34200","F117Q3033288","P",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
697,201709,"9",204708,"31084",0,1,"P",48,22,230000,48,4,"R","N","FRM","CA","SF","90000","F117Q3033335","C",360,1,"Other sellers","Other servicers","",1,0
787,201709,"N",204708,"26140",0,1,"P",36,34,218000,36,5,"R","N","FRM","FL","PU","34400","F117Q3033554","P",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
624,201709,"Y",204708,"41700",0,1,"P",80,40,126000,80,4.875,"R","N","FRM","TX","SF","78200","F117Q3033650","P",360,1,"Other sellers","Other servicers","",1,0
799,201709,"9",204708,"24860",0,1,"S",61,28,250000,61,4.125,"R","N","FRM","SC","PU","29600","F117Q3033894","C",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
797,201709,"N",204708,"",0,1,"P",80,47,268000,80,4,"R","N","FRM","MT","SF","59800","F117Q3034481","P",360,1,"Other sellers","Other servicers","",1,0
713,201709,"9",204708,"42644",0,1,"P",79,28,355000,79,4.5,"C","N","FRM","WA","SF","98000","F117Q3034515","C",360,2,"Other sellers","Other servicers","",1,0
754,201709,"Y",204708,"34820",0,1,"P",70,46,185000,70,4.125,"R","N","FRM","SC","PU","29500","F117Q3034593","P",360,2,"GUILDMTGECO","GUILDMTGECO","",1,0
753,201709,"9",204708,"22660",0,1,"P",78,50,329000,78,4.125,"R","N","FRM","CO","PU","80500","F117Q3034784","C",360,2,"NATIONSTARMTGELLCDBA","Other servicers","",1,0
746,201709,"9",203208,"25180",0,1,"P",77,29,350000,77,3.75,"B","N","FRM","WV","PU","25400","F117Q3034993","C",180,1,"Other sellers","Other servicers","",1,0
708,201709,"9",204708,"39340",0,1,"P",65,39,114000,65,4.125,"C","N","FRM","UT","CO","84000","F117Q3035050","N",360,1,"Other sellers","Other servicers","",1,0
749,201709,"N",204708,"34980",25,1,"P",87,44,292000,87,4,"C","N","FRM","TN","PU","37100","F117Q3035184","P",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
724,201709,"9",204708,"21140",0,1,"I",80,42,80000,80,5,"R","N","FRM","IN","SF","46500","F117Q3035545","P",360,1,"Other sellers","Other servicers","",1,0
721,201709,"9",203208,"16580",0,1,"I",75,39,60000,75,3.875,"R","N","FRM","IL","SF","61800","F117Q3035559","C",180,1,"Other sellers","Other servicers","",1,0
646,201709,"9",204708,"38060",0,1,"I",49,36,80000,49,5,"R","N","FRM","AZ","SF","85000","F117Q3035736","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
762,201709,"9",204708,"40140",0,1,"P",48,31,126000,48,4.125,"C","N","FRM","CA","CO","91700","F117Q3035987","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
705,201709,"Y",204708,"12060",25,1,"P",90,40,134000,90,4.5,"C","N","FRM","GA","SF","30100","F117Q3036766","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
729,201709,"9",204708,"19740",0,1,"P",80,34,292000,80,4.75,"R","N","FRM","CO","SF","80200","F117Q3037211","C",360,1,"LOANDEPOTCOM,LLC","JPMORGANCHASEBANK,NA","",1,0
760,201709,"N",204708,"49180",30,1,"P",95,42,398000,95,3.75,"R","N","FRM","NC","PU","27100","F117Q3037222","P",360,2,"STEARNSLENDING,LLC","FREEDOMMTGECORP","",1,0
798,201709,"Y",204708,"47664",0,1,"P",70,18,158000,70,4,"C","N","FRM","MI","SF","48000","F117Q3037474","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
777,201709,"N",204708,"18880",30,1,"P",95,31,151000,95,4.125,"C","N","FRM","FL","SF","32500","F117Q3037508","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
777,201709,"9",204708,"11244",0,1,"I",37,38,305000,37,4.75,"R","N","FRM","CA","SF","92600","F117Q3038376","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
777,201709,"N",204708,"42644",0,1,"P",90,38,592000,68,4.75,"C","N","FRM","WA","SF","98100","F117Q3038545","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y",1,0
680,201709,"9",204708,"40140",0,1,"P",77,39,373000,77,4.375,"R","N","FRM","CA","PU","92500","F117Q3039031","N",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
694,201709,"N",204708,"38060",0,1,"P",80,40,417000,80,4.375,"C","N","FRM","AZ","PU","85300","F117Q3039069","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
723,201709,"N",204708,"42020",0,1,"P",62,42,424000,62,4.125,"R","N","FRM","CA","PU","93400","F117Q3039284","P",360,1,"Other sellers","Other servicers","",1,0
647,201709,"9",203208,"42644",0,1,"P",80,45,288000,80,3.99,"R","N","FRM","WA","PU","98000","F117Q3039560","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
779,201709,"9",204708,"31084",0,1,"I",80,29,420000,80,4.875,"R","N","FRM","CA","PU","91700","F117Q3039873","N",360,1,"Other sellers","FREEDOMMTGECORP","",1,0
803,201709,"Y",204708,"19124",0,1,"P",90,33,415000,75,4.125,"C","N","FRM","TX","PU","75000","F117Q3041132","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
755,201709,"Y",204708,"39900",0,1,"P",80,32,300000,80,4,"C","N","FRM","NV","PU","89500","F117Q3041445","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
654,201709,"9",204708,"38900",0,1,"P",75,43,394000,75,5.25,"R","N","FRM","OR","SF","97000","F117Q3042895","C",360,2,"FINANCEOFAMERICAMTGE","LAKEVIEWLOANSERVICIN","",1,0
693,201709,"9",204708,"34900",0,1,"P",80,35,300000,80,4.375,"C","N","FRM","CA","SF","94500","F117Q3043195","N",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
640,201709,"9",204708,"19740",0,1,"P",55,22,168000,55,3.875,"R","N","FRM","CO","SF","80000","F117Q3043434","C",360,2,"Other sellers","Other servicers","",1,0
715,201709,"N",204708,"19124",30,1,"P",95,50,296000,95,4.25,"B","N","FRM","TX","PU","75000","F117Q3043818","P",360,2,"STEARNSLENDING,LLC","FREEDOMMTGECORP","",1,0
749,201709,"9",203708,"",0,1,"P",72,31,125000,72,4.125,"C","N","FRM","MO","SF","63600","F117Q3044339","N",240,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
743,201709,"N",204708,"26420",0,1,"P",85,39,424000,65,4.25,"C","N","FRM","TX","PU","77300","F117Q3044751","P",360,1,"FLAGSTARBANK,FSB","AURORAFINANCIALGROUP","",1,0
794,201709,"N",204708,"39140",0,1,"P",80,34,229000,80,4.25,"R","N","FRM","AZ","PU","86300","F117Q3044987","P",360,1,"FAIRWAYINDEPENDENTMT","MATRIXFINANCIALSERVI","",1,0
783,201709,"N",203208,"41180",25,1,"P",95,31,170000,95,3.125,"R","N","FRM","MO","SF","63300","F117Q3045158","P",180,1,"Other sellers","Other servicers","",1,0
809,201709,"9",203208,"28140",0,1,"S",34,19,50000,34,3.125,"R","N","FRM","KS","SF","66100","F117Q3045183","P",180,1,"Other sellers","Other servicers","",1,0
746,201709,"Y",204708,"29820",30,1,"P",95,45,249000,95,4.25,"R","N","FRM","NV","PU","89100","F117Q3045211","P",360,1,"Other sellers","Other servicers","",1,0
731,201709,"9",204708,"19740",0,1,"P",80,36,280000,80,4.5,"R","N","FRM","CO","SF","80000","F117Q3045313","C",360,1,"Other sellers","Other servicers","",1,0
627,201709,"9",204708,"41940",0,1,"P",51,20,557000,51,4.875,"R","N","FRM","CA","SF","95100","F117Q3045329","C",360,1,"Other sellers","Other servicers","Y",1,0
773,201709,"9",204708,"40900",0,1,"P",90,39,206000,75,4.125,"R","N","FRM","CA","SF","95600","F117Q3045463","N",360,1,"Other sellers","Other servicers","",1,0
694,201709,"9",204708,"41420",0,1,"P",75,43,152000,75,4.875,"R","N","FRM","OR","SF","97300","F117Q3045577","C",360,1,"Other sellers","NEWRESIDENTIALMTGELL","",1,0
687,201709,"9",204708,"31084",0,1,"I",75,43,555000,75,5,"R","N","FRM","CA","SF","90600","F117Q3045785","N",360,1,"Other sellers","Other servicers","Y",0,1
707,201709,"9",204708,"41740",0,1,"P",57,45,350000,57,4.125,"R","N","FRM","CA","SF","92100","F117Q3046449","N",360,1,"QUICKENLOANINC","QUICKENLOANINC","",0,1
722,201709,"9",204708,"41180",0,1,"P",68,25,131000,68,4.125,"R","N","FRM","MO","PU","63300","F117Q3046587","N",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
710,201709,"9",204708,"42644",0,1,"P",77,49,344000,77,4.375,"R","N","FRM","WA","PU","98000","F117Q3046677","N",360,2,"GUILDMTGECO","GUILDMTGECO","",1,0
743,201709,"N",204708,"39140",25,1,"P",90,27,269000,90,3.875,"R","N","FRM","AZ","PU","86300","F117Q3046789","P",360,2,"Other sellers","Other servicers","",1,0
725,201709,"N",204708,"38060",30,1,"P",95,26,176000,95,4.125,"R","N","FRM","AZ","PU","85100","F117Q3046958","P",360,2,"GUILDMTGECO","GUILDMTGECO","",1,0
800,201709,"9",203208,"38900",0,1,"I",80,5,196000,80,4.125,"R","N","FRM","OR","CO","97000","F117Q3047005","P",180,2,"Other sellers","Other servicers","",1,0
740,201709,"9",204708,"19804",0,1,"P",70,44,175000,70,4.5,"R","N","FRM","MI","SF","48100","F117Q3047343","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
706,201709,"N",204708,"",30,1,"P",95,23,78000,95,5.125,"R","N","FRM","OH","SF","45700","F117Q3047432","P",360,1,"Other sellers","Other servicers","",1,0
728,201709,"9",203708,"42644",0,1,"P",56,34,420000,56,3.99,"R","N","FRM","WA","SF","98100","F117Q3047650","C",240,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
727,201709,"N",204708,"29820",30,1,"P",95,33,332000,95,4,"B","N","FRM","NV","SF","89100","F117Q3047778","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
681,201709,"9",204708,"19740",0,1,"P",68,37,325000,68,4.75,"R","N","FRM","CO","SF","80200","F117Q3048336","C",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
647,201709,"9",204708,"11244",0,1,"P",65,24,480000,65,5.375,"C","N","FRM","CA","SF","92800","F117Q3048483","C",360,1,"USBANKNA","USBANKNA","Y",1,0
794,201709,"N",204708,"36084",0,1,"P",80,27,419000,80,4.125,"R","N","FRM","CA","CO","94800","F117Q3049004","P",360,2,"Other sellers","PNCBANK,NATL","",1,0
685,201709,"9",203208,"36740",0,1,"P",50,45,118000,50,3.25,"R","N","FRM","FL","PU","32800","F117Q3049055","C",180,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
711,201709,"N",204708,"46060",0,1,"P",60,47,146000,60,4.125,"C","N","FRM","AZ","PU","85600","F117Q3049533","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
808,201709,"9",203208,"41700",0,1,"P",72,25,150000,72,3.875,"C","N","FRM","TX","PU","78200","F117Q3049609","C",180,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
701,201709,"N",204708,"41180",30,1,"P",95,42,117000,95,4.375,"C","N","FRM","MO","PU","63000","F117Q3049814","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
689,201709,"9",204708,"37900",25,1,"P",90,39,138000,90,4.45,"R","N","FRM","IL","SF","61500","F117Q3049871","N",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
667,201709,"N",204708,"45300",0,1,"P",75,45,187000,75,4.55,"B","N","FRM","FL","PU","33600","F117Q3049972","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
733,201709,"Y",202708,"46140",0,1,"P",44,7,36000,44,3.625,"R","N","FRM","OK","SF","74000","F117Q3050355","P",120,2,"Other sellers","Other servicers","",1,0
773,201709,"N",204708,"42644",0,1,"P",90,33,584000,80,4.5,"C","N","FRM","WA","SF","98000","F117Q3050647","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y",1,0
759,201709,"N",204708,"45300",30,1,"P",95,46,238000,95,4.875,"R","N","FRM","FL","PU","33600","F117Q3050781","P",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
788,201709,"9",204708,"26420",0,4,"I",75,35,99000,75,5,"C","N","FRM","TX","SF","77000","F117Q3051182","P",360,1,"Other sellers","SPECIALIZEDLOANSERVI","",1,0
726,201709,"9",204708,"13740",0,1,"P",74,48,160000,74,4.5,"R","N","FRM","MT","SF","59100","F117Q3051203","C",360,1,"USBANKNA","USBANKNA","",1,0
777,201709,"9",204708,"16740",0,1,"I",75,31,68000,75,5,"R","N","FRM","NC","SF","28100","F117Q3051386","C",360,1,"BANKOFAMERICA,NA","BANKOFAMERICA,NA","",1,0
772,201709,"Y",204708,"38860",0,1,"P",80,29,376000,80,4.25,"R","N","FRM","ME","SF","04000","F117Q3051408","P",360,2,"Other sellers","Other servicers","",1,0
793,201709,"Y",204708,"27260",25,1,"P",89,35,159000,89,3.875,"R","N","FRM","FL","SF","32200","F117Q3051684","P",360,1,"BANKOFAMERICA,NA","BANKOFAMERICA,NA","",1,0
764,201709,"Y",204708,"28140",0,1,"P",71,26,121000,71,4,"R","N","FRM","MO","CO","64100","F117Q3051823","P",360,1,"BANKOFAMERICA,NA","BANKOFAMERICA,NA","",1,0
750,201709,"9",204708,"40140",12,1,"P",85,31,404000,85,5,"R","N","FRM","CA","SF","91700","F117Q3051984","C",360,1,"BANKOFAMERICA,NA","BANKOFAMERICA,NA","",1,0
712,201709,"9",203208,"35614",0,1,"P",60,48,228000,60,3.5,"R","N","FRM","NJ","SF","08700","F117Q3053084","C",180,1,"LOANDEPOTCOM,LLC","JPMORGANCHASEBANK,NA","",1,0
704,201709,"9",204708,"44700",0,1,"P",74,43,307000,74,4.125,"R","N","FRM","CA","SF","95300","F117Q3053601","N",360,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
794,201709,"9",203708,"40140",0,1,"P",90,35,360000,68,3.625,"B","N","FRM","CA","SF","91700","F117Q3053861","N",240,2,"USBANKNA","USBANKNA","",1,0
770,201709,"Y",204708,"26420",0,1,"P",73,42,424000,73,4.25,"R","N","FRM","TX","PU","77400","F117Q3053947","P",360,1,"GUILDMTGECO","GUILDMTGECO","",1,0
788,201709,"Y",204708,"",0,1,"P",80,25,192000,80,4.375,"R","N","FRM","TX","PU","75600","F117Q3053952","P",360,2,"GUILDMTGECO","GUILDMTGECO","",1,0
784,201709,"9",203208,"24660",6,1,"P",84,33,125000,84,3.625,"R","N","FRM","NC","SF","27200","F117Q3054802","C",180,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
798,201709,"N",203208,"19124",0,1,"P",68,24,210000,68,3.375,"C","N","FRM","TX","SF","75000","F117Q3055152","P",180,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
800,201711,"N",203210,"30700",0,1,"P",42,19,100000,42,3.25,"B","N","FRM","NE","PU","68500","F117Q3055227","P",180,2,"Other sellers","Other servicers","",1,0
820,201709,"N",204708,"16740",25,1,"P",90,27,108000,90,4,"C","N","FRM","NC","PU","28200","F117Q3055290","P",360,1,"SUNTRUSTMORTGAGE,INC","Other servicers","",1,0
808,201709,"9",203208,"10420",0,1,"P",64,13,104000,64,3.625,"R","N","FRM","OH","SF","44200","F117Q3055361","C",180,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
766,201709,"9",203208,"34980",0,1,"P",38,13,98000,29,3.75,"R","N","FRM","TN","SF","37000","F117Q3055534","C",180,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
790,201709,"9",204708,"37340",0,1,"S",56,46,400000,56,3.95,"C","N","FRM","FL","SF","32700","F117Q3056437","P",360,2,"USBANKNA","USBANKNA","",1,0
711,201709,"9",204708,"11244",0,1,"P",69,45,470000,69,4.25,"R","N","FRM","CA","PU","92800","F117Q3057126","C",360,1,"USBANKNA","USBANKNA","Y",1,0
757,201709,"9",203208,"17460",0,1,"I",80,16,78000,80,4.375,"R","N","FRM","OH","CO","44000","F117Q3057945","P",180,2,"FIFTHTHIRDMTGECO","FIFTHTHIRDBANK","",1,0
741,201709,"Y",204708,"36084",30,1,"P",95,42,299000,95,4.625,"R","N","FRM","CA","SF","94500","F117Q3058040","P",360,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
767,201709,"N",204708,"35300",0,1,"P",62,48,400000,62,3.875,"R","N","FRM","CT","SF","06400","F117Q3058142","P",360,1,"Other sellers","Other servicers","",1,0
802,201709,"9",203208,"",0,1,"S",21,38,59000,21,3.125,"R","","FRM","IN","SF","46700","F117Q3059215","N",180,2,"Other sellers","Other servicers","",1,0
814,201709,"N",203208,"",0,1,"P",22,41,75000,22,3.25,"R","N","FRM","NH","SF","03800","F117Q3059511","P",180,1,"BANKOFAMERICA,NA","BANKOFAMERICA,NA","",1,0
823,201709,"9",203208,"17020",0,1,"P",80,18,172000,80,3.375,"R","N","FRM","CA","SF","95900","F117Q3059596","C",180,2,"BANKOFAMERICA,NA","BANKOFAMERICA,NA","",1,0
761,201709,"9",204708,"12060",0,1,"I",80,40,272000,80,4.75,"R","N","FRM","GA","PU","30000","F117Q3060293","P",360,2,"FAIRWAYINDEPENDENTMT","MATRIXFINANCIALSERVI","",1,0
748,201709,"9",203208,"",0,1,"I",80,10,50000,80,4.375,"R","N","FRM","NC","PU","28700","F117Q3060787","P",180,1,"Other sellers","Other servicers","",1,0
776,201710,"N",203709,"40060",0,1,"P",65,19,216000,65,3.875,"C","N","FRM","VA","SF","23100","F117Q3060892","P",240,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
697,201709,"9",204708,"21660",0,2,"I",70,42,371000,70,5.25,"R","N","FRM","OR","SF","97400","F117Q3061116","C",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",0,1
705,201709,"Y",204708,"19780",30,1,"P",95,26,223000,95,4,"C","N","FRM","IA","SF","50200","F117Q3061471","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
645,201709,"N",204708,"14260",0,1,"P",73,42,270000,73,4.875,"C","N","FRM","ID","PU","83600","F117Q3062737","P",360,2,"Other sellers","Other servicers","",1,0
726,201709,"N",204708,"17020",25,1,"P",90,36,149000,90,4.125,"R","N","FRM","CA","SF","95900","F117Q3063177","P",360,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
779,201710,"N",204709,"19740",0,1,"P",90,39,424000,71,4.5,"R","N","FRM","CO","PU","80100","F117Q3063745","P",360,2,"Other sellers","Other servicers","",1,0
743,201709,"9",204708,"",0,3,"I",75,37,394000,75,4.625,"R","N","FRM","UT","PU","84000","F117Q3063809","N",360,1,"GUARANTEEDRATE,INC","SPECIALIZEDLOANSERVI","",1,0
719,201709,"N",204708,"26900",0,1,"P",80,25,296000,80,4.375,"R","N","FRM","IN","PU","46200","F117Q3063949","P",360,2,"FAIRWAYINDEPENDENTMT","Other servicers","",1,0
796,201709,"9",203208,"36084",0,1,"P",48,26,319000,48,3.875,"R","N","FRM","CA","SF","94500","F117Q3064386","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
656,201709,"9",203208,"48620",0,1,"P",73,33,95000,73,4.125,"R","N","FRM","KS","SF","67200","F117Q3064638","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
761,201709,"9",203208,"41180",0,2,"I",70,20,140000,70,4.625,"C","N","FRM","MO","SF","63100","F117Q3064841","P",180,2,"SUNTRUSTMORTGAGE,INC","Other servicers","",1,0
749,201709,"N",203208,"19124",0,1,"P",80,43,400000,80,3.5,"R","N","FRM","TX","PU","75000","F117Q3065180","P",180,2,"Other sellers","Other servicers","",1,0
771,201709,"9",204708,"24540",0,1,"P",78,40,424000,78,4.25,"C","N","FRM","CO","PU","80500","F117Q3065692","C",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
788,201709,"N",204708,"29820",0,1,"P",80,39,190000,80,4.25,"R","N","FRM","NV","PU","89100","F117Q3066201","P",360,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
789,201709,"9",204708,"24660",0,1,"I",80,33,96000,80,4.875,"C","N","FRM","NC","SF","27200","F117Q3066636","P",360,1,"USBANKNA","USBANKNA","",1,0
726,201710,"9",204709,"11244",30,1,"P",93,31,476000,93,4.625,"B","N","FRM","CA","SF","92800","F117Q3066661","N",360,1,"Other sellers","Other servicers","Y",1,0
737,201709,"N",204708,"39460",0,1,"P",80,44,389000,80,4.375,"R","N","FRM","FL","SF","33900","F117Q3066869","P",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
779,201710,"Y",204709,"23540",0,1,"P",75,42,189000,75,4.5,"R","N","FRM","FL","PU","32600","F117Q3066934","P",360,1,"Other sellers","PINGORALOANSERVICING","",1,0
728,201710,"N",204709,"41180",0,1,"P",80,50,168000,80,4.375,"R","N","FRM","IL","SF","62000","F117Q3067582","P",360,2,"Other sellers","Other servicers","",1,0
778,201709,"9",204708,"40140",0,1,"P",69,40,210000,69,4.125,"B","N","FRM","CA","CO","91700","F117Q3068148","C",360,1,"Other sellers","Other servicers","",1,0
781,201709,"Y",204708,"49420",30,1,"P",95,38,107000,95,4.125,"R","N","FRM","WA","SF","98900","F117Q3068189","P",360,1,"Other sellers","Other servicers","",1,0
746,201709,"N",204708,"19124",0,1,"P",80,29,205000,80,4.125,"R","N","FRM","TX","SF","75000","F117Q3069059","P",360,1,"FINANCEOFAMERICAMTGE","PINGORALOANSERVICING","",1,0
755,201709,"Y",204708,"24860",30,1,"P",95,34,190000,95,4.125,"R","N","FRM","SC","SF","29600","F117Q3069139","P",360,2,"FAIRWAYINDEPENDENTMT","PNCBANK,NATL","",1,0
726,201709,"9",204708,"40140",0,1,"P",35,41,115000,35,4.18,"R","N","FRM","CA","PU","92500","F117Q3069457","C",360,1,"Other sellers","Other servicers","",1,0
747,201709,"9",204708,"38060",0,1,"P",80,42,360000,80,4.375,"R","N","FRM","AZ","PU","85200","F117Q3069590","C",360,1,"Other sellers","Other servicers","",1,0
789,201709,"9",204708,"12060",0,1,"I",75,21,156000,75,4.18,"R","N","FRM","GA","SF","30000","F117Q3070632","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
810,201710,"9",203209,"44180",0,1,"P",48,23,152000,48,3.125,"C","N","FRM","MO","SF","65600","F117Q3071059","N",180,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
757,201710,"9",204709,"31084",0,1,"P",80,36,392000,80,4.25,"B","N","FRM","CA","SF","91300","F117Q3071490","C",360,2,"LOANDEPOTCOM,LLC","Other servicers","",1,0
650,201709,"9",204708,"49340",12,1,"P",85,44,272000,85,4.75,"R","N","FRM","MA","SF","01500","F117Q3071872","N",360,1,"Other sellers","SPECIALIZEDLOANSERVI","",1,0
706,201709,"9",204208,"47664",0,1,"P",74,40,243000,74,4.375,"R","N","FRM","MI","SF","48000","F117Q3072276","N",300,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
727,201709,"N",204708,"40340",12,1,"P",85,39,171000,85,4,"R","N","FRM","MN","SF","55900","F117Q3073316","P",360,1,"Other sellers","Other servicers","",1,0
634,201710,"9",203209,"28140",0,1,"P",74,31,246000,74,3.25,"R","N","FRM","KS","SF","66000","F117Q3074170","N",180,2,"Other sellers","Other servicers","",1,0
769,201709,"9",204708,"16974",0,1,"P",69,14,273000,69,4.99,"R","N","FRM","IL","PU","60000","F117Q3074384","C",360,1,"FAIRWAYINDEPENDENTMT","MATRIXFINANCIALSERVI","",1,0
744,201710,"9",204709,"24660",0,1,"S",75,36,146000,75,4.5,"R","N","FRM","NC","SF","27200","F117Q3074465","C",360,1,"Other sellers","Other servicers","",1,0
729,201709,"9",204708,"12580",0,1,"P",59,48,168000,59,4.375,"R","N","FRM","MD","PU","20700","F117Q3074629","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
684,201709,"N",203208,"22420",12,1,"P",88,32,121000,88,3.5,"R","N","FRM","MI","CO","48400","F117Q3074647","P",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
716,201709,"Y",204708,"39300",0,1,"P",80,41,320000,80,4.25,"R","N","FRM","MA","SF","02700","F117Q3074805","P",360,1,"GUARANTEEDRATE,INC","NEWRESIDENTIALMTGELL","",1,0
798,201710,"N",203209,"",0,1,"P",76,13,424000,76,3.25,"B","N","FRM","MT","SF","59900","F117Q3074878","P",180,2,"STEARNSLENDING,LLC","FREEDOMMTGECORP","",1,0
773,201710,"9",204709,"36084",0,1,"P",58,19,390000,58,4.25,"R","N","FRM","CA","SF","94500","F117Q3075001","C",360,2,"Other sellers","Other servicers","",1,0
727,201710,"9",204709,"42020",0,1,"P",71,48,278000,71,4.25,"R","N","FRM","CA","SF","93400","F117Q3075459","N",360,2,"Other sellers","Other servicers","",1,0
724,201710,"9",204709,"",0,1,"P",79,45,267000,79,4.625,"R","N","FRM","OK","SF","73500","F117Q3076000","C",360,1,"LOANDEPOTCOM,LLC","Other servicers","",0,1
